,completename,nodeId,label,CC,PC,LOC,NCMIC,NCMEC,NECA,NAMFAEC,classID,NCM
55,org_apache_kafka_clients_producer_internals_ProducerMetadata_awaitUpdate,55,1,2,2,5,0,4,3,2,43,4
56,org_apache_kafka_clients_producer_internals_ProduceRequestResult_await,56,0,1,0,9,0,0,0,0,44,0
57,org_apache_kafka_clients_producer_internals_StickyPartitionCache_nextPartition,57,0,6,3,29,0,4,3,2,45,4
58,org_apache_kafka_clients_producer_internals_TransactionManager_setProducerIdAndEpoch,58,0,1,1,7,0,0,0,0,46,0
59,org_apache_kafka_clients_producer_internals_TransactionalRequestResult_TransactionalRequestResult,59,0,1,2,4,1,0,0,0,47,1
60,org_apache_kafka_common_config_ConfigDef_define,60,0,1,6,11,15,1,1,1,48,16
61,org_apache_kafka_clients_producer_internals_RecordAccumulator_nextExpiryTimeMs,61,0,1,0,6,0,0,0,0,49,0
62,org_apache_kafka_clients_producer_internals_ProducerMetadataTest_asyncFetch,62,0,2,2,2,0,0,0,0,50,0
63,org_apache_kafka_common_protocol_Writable_writeUnsignedVarint,63,0,1,1,1,0,0,0,0,51,0
64,org_apache_kafka_common_ClusterResource_ClusterResource,64,0,1,1,9,0,0,0,0,52,0
65,org_apache_kafka_common_TopicPartition_hashCode,65,0,2,0,8,0,0,0,0,53,0
66,org_apache_kafka_clients_producer_internals_TransactionManagerTest_prepareEndTxnResponse,66,0,1,5,3,2,2,2,1,54,4
67,org_apache_kafka_common_header_internals_RecordHeaders_RecordHeaders,67,0,5,1,15,2,0,0,0,55,2
68,org_apache_kafka_common_Node_Node,68,0,1,4,7,1,0,0,0,56,1
69,org_apache_kafka_common_config_ConfigDefTest_testValidators,69,0,3,5,18,1,3,1,3,57,4
70,org_apache_kafka_common_errors_ApiException_ApiException,70,0,1,1,3,0,4,1,4,58,4
71,org_apache_kafka_common_config_AbstractConfig_get,71,0,2,1,5,0,1,1,1,59,1
72,org_apache_kafka_common_errors_InvalidMetadataException_InvalidMetadataException,72,0,1,2,3,0,4,1,4,60,4
73,org_apache_kafka_common_errors_InvalidRequestException_InvalidRequestException,73,0,1,2,3,0,2,1,2,61,2
74,org_apache_kafka_common_metrics_KafkaMbeanTest_getAttribute,74,0,1,1,3,2,1,1,1,62,3
75,org_apache_kafka_common_metrics_Metrics_Metrics,75,0,1,2,11,9,5,3,2,63,14
76,org_apache_kafka_common_metrics_Metrics_sensor,76,0,4,5,13,8,1,1,1,63,9
77,org_apache_kafka_common_feature_Features_emptyFinalizedFeatures,77,0,1,0,3,1,0,0,0,64,1
78,org_apache_kafka_common_metrics_MetricConfig_eventWindow,78,0,1,0,4,0,0,0,0,65,0
79,org_apache_kafka_common_feature_FinalizedVersionRange_FinalizedVersionRange,79,0,1,2,3,0,1,1,1,66,1
80,org_apache_kafka_common_errors_RebalanceInProgressException_RebalanceInProgressException,80,0,1,1,3,0,4,1,4,67,4
81,org_apache_kafka_common_internals_FatalExitError_FatalExitError,81,0,1,0,3,1,0,0,0,68,1
82,org_apache_kafka_common_header_internals_RecordHeader_RecordHeader,82,0,1,2,4,0,0,0,0,69,0
83,org_apache_kafka_common_metrics_JmxReporter_JmxReporter,83,0,1,1,7,1,0,0,0,70,1
84,org_apache_kafka_common_metrics_stats_Rate_Rate,84,0,1,2,4,3,1,1,1,71,4
85,org_apache_kafka_common_utils_Bytes_toString,85,0,1,0,28,1,0,0,0,72,1
86,org_apache_kafka_common_network_ChannelState_ChannelState,86,0,1,2,5,2,0,0,0,73,2
87,org_apache_kafka_common_network_Selector_close,87,0,3,1,23,4,5,2,3,74,9
88,org_apache_kafka_common_network_SslChannelBuilder_close,88,0,2,0,3,0,1,1,1,75,1
89,org_apache_kafka_common_network_NetworkTestUtils_createEchoServer,89,0,1,7,5,1,2,1,2,76,3
90,org_apache_kafka_common_network_SslSelectorTest_connect,90,0,1,2,8,0,1,1,1,77,1
91,org_apache_kafka_common_network_SelectorTest_verifySelectorEmpty,91,0,2,1,9,2,5,2,3,78,7
92,org_apache_kafka_common_protocol_types_Type_read,92,0,1,1,3,0,0,0,0,79,0
93,org_apache_kafka_common_protocol_types_Type_sizeOf,93,0,1,1,3,0,0,0,0,79,0
94,org_apache_kafka_common_protocol_types_Type_validate,94,0,2,1,4,0,0,0,0,79,0
95,org_apache_kafka_common_protocol_types_RawTaggedField_RawTaggedField,95,0,1,2,4,0,0,0,0,80,0
96,org_apache_kafka_common_protocol_types_Struct_set,96,0,1,2,3,6,2,2,1,81,8
97,org_apache_kafka_common_record_DefaultRecord_headers,97,0,1,0,3,0,0,0,0,82,0
98,org_apache_kafka_common_record_DefaultRecord_readFrom,98,0,2,5,36,4,10,3,6,82,14
99,org_apache_kafka_common_protocol_types_ProtocolSerializationTest_roundtrip,99,0,1,2,9,0,3,1,3,83,3
100,org_apache_kafka_common_record_ByteBufferLogInputStream_nextBatchSize,100,0,6,0,17,0,1,1,1,84,1
101,org_apache_kafka_common_record_AbstractLegacyRecordBatch_writeHeader,101,0,1,3,4,0,0,0,0,85,0
102,org_apache_kafka_common_record_AbstractRecordBatch_isCompressed,102,0,1,0,3,0,1,1,1,86,1
103,org_apache_kafka_common_record_MemoryRecords_withRecords,103,0,1,4,10,6,5,3,3,87,11
104,org_apache_kafka_common_record_FileRecords_channel,104,0,1,0,7,0,0,0,0,88,0
105,org_apache_kafka_common_record_MemoryRecords_batches,105,0,1,0,3,0,0,0,0,87,0
106,org_apache_kafka_common_record_LegacyRecord_create,106,0,1,4,3,4,1,1,1,89,5
107,org_apache_kafka_common_record_DefaultRecordBatch_estimateBatchSizeUpperBound,107,0,1,3,8,0,1,1,1,90,1
108,org_apache_kafka_common_record_MemoryRecordsBuilder_setEstimatedCompressionRatio,108,0,1,1,6,0,0,0,0,91,0
109,org_apache_kafka_common_requests_CreateDelegationTokenResponse_error,109,0,1,0,3,0,0,0,0,92,0
110,org_apache_kafka_common_record_RecordBatchIterator_RecordBatchIterator,110,0,1,1,3,0,0,0,0,93,0
111,org_apache_kafka_common_record_MemoryRecordsBuilder_appendWithOffset,111,0,1,2,9,9,14,5,4,91,23
112,org_apache_kafka_common_record_MemoryRecordsBuilder_numRecords,112,0,1,0,3,0,0,0,0,91,0
113,org_apache_kafka_common_record_MemoryRecordsBuilder_toInnerOffset,113,0,2,1,4,0,0,0,0,91,0
114,org_apache_kafka_common_record_Record_value,114,0,1,0,5,0,0,0,0,94,0
115,org_apache_kafka_common_security_ssl_SslFactory_close,115,0,1,0,3,0,1,1,1,95,1
116,org_apache_kafka_common_replica_ClientMetadata_rackId,116,0,1,0,4,0,0,0,0,96,0
117,org_apache_kafka_common_replica_PartitionView_replicas,117,0,1,0,1,0,0,0,0,97,0
118,org_apache_kafka_common_requests_AbstractRequest_toString,118,0,1,1,3,1,0,0,0,98,1
119,org_apache_kafka_common_requests_AddPartitionsToTxnResponse_AddPartitionsToTxnResponse,119,0,3,2,17,0,2,1,2,99,2
120,org_apache_kafka_common_requests_ApiVersionsRequest_ApiVersionsRequest,120,0,1,2,5,1,1,1,1,100,2
121,org_apache_kafka_common_requests_CreateTopicsResponse_CreateTopicsResponse,121,0,1,1,4,0,0,0,0,101,0
122,org_apache_kafka_common_requests_ApiError_message,122,0,1,0,6,0,0,0,0,102,0
123,org_apache_kafka_common_requests_JoinGroupResponse_JoinGroupResponse,123,0,1,1,4,0,0,0,0,103,0
124,org_apache_kafka_common_requests_DescribeGroupsResponse_DescribeGroupsResponse,124,0,1,1,4,0,0,0,0,104,0
125,org_apache_kafka_common_requests_DescribeConfigsRequest_DescribeConfigsRequest,125,0,1,2,4,0,1,1,1,105,1
126,org_apache_kafka_common_requests_DeleteRecordsResponse_DeleteRecordsResponse,126,0,1,1,12,0,0,0,0,106,0
127,org_apache_kafka_common_requests_ElectLeadersRequest_ElectLeadersRequest,127,0,1,2,4,0,1,1,1,107,1
128,org_apache_kafka_common_requests_EndTxnResponse_EndTxnResponse,128,0,1,2,4,0,0,0,0,108,0
129,org_apache_kafka_common_requests_ListPartitionReassignmentsResponse_ListPartitionReassignmentsResponse,129,0,1,1,4,0,0,0,0,109,0
130,org_apache_kafka_common_requests_MetadataResponse_clusterId,130,0,1,0,7,0,0,0,0,110,0
131,org_apache_kafka_common_requests_FindCoordinatorResponse_FindCoordinatorResponse,131,0,1,2,4,0,0,0,0,111,0
132,org_apache_kafka_connect_data_Schema_valueSchema,132,0,1,0,5,0,0,0,0,112,0
133,org_apache_kafka_common_requests_OffsetCommitResponse_OffsetCommitResponse,133,0,1,1,3,1,2,1,2,113,3
134,org_apache_kafka_common_requests_OffsetFetchResponse_OffsetFetchResponse,134,0,4,2,13,1,4,1,4,114,5
135,org_apache_kafka_common_requests_MetadataResponse_MetadataResponse,135,0,1,2,5,2,0,0,0,110,2
136,org_apache_kafka_common_requests_SaslAuthenticateResponse_SaslAuthenticateResponse,136,0,1,2,4,0,0,0,0,115,0
137,org_apache_kafka_common_requests_RequestHeader_RequestHeader,137,0,1,4,4,1,0,0,0,116,1
138,org_apache_kafka_common_requests_SyncGroupResponse_SyncGroupResponse,138,0,1,1,4,0,0,0,0,117,0
139,org_apache_kafka_common_requests_OffsetsForLeaderEpochResponse_OffsetsForLeaderEpochResponse,139,0,1,1,4,0,0,0,0,118,0
140,org_apache_kafka_common_requests_RequestResponseTest_createCreateTopicRequest,140,0,1,2,10,1,0,0,0,119,1
141,org_apache_kafka_common_resource_ResourcePatternFilter_matches,141,0,7,1,25,0,3,1,3,120,3
142,org_apache_kafka_common_security_authenticator_SaslClientAuthenticator_flushNetOutBufferAndUpdateInterestOps,142,0,3,0,9,2,2,1,2,121,4
143,org_apache_kafka_common_security_authenticator_DefaultKafkaPrincipalBuilder_DefaultKafkaPrincipalBuilder,143,0,1,5,9,0,0,0,0,122,0
144,org_apache_kafka_common_security_authenticator_SaslServerAuthenticator_createSaslKerberosServer,144,0,1,3,2,0,5,3,3,123,5
145,org_apache_kafka_common_security_authenticator_SaslAuthenticatorFailureDelayTest_createEchoServer,145,0,2,2,3,1,3,3,1,124,4
146,org_apache_kafka_common_security_authenticator_SaslServerAuthenticator_sendKafkaResponse,146,0,1,1,4,2,0,0,0,123,2
147,org_apache_kafka_common_security_authenticator_TestJaasConfig_jaasConfigProperty,147,0,1,3,13,2,2,1,2,125,4
148,org_apache_kafka_common_security_JaasContextTest_writeConfiguration,148,0,1,1,4,1,0,0,0,126,1
149,org_apache_kafka_common_security_authenticator_SaslAuthenticatorTest_createEchoServer,149,0,1,2,3,1,5,3,2,127,6
150,org_apache_kafka_common_security_kerberos_KerberosRule_KerberosRule,150,0,1,9,12,0,0,0,0,128,0
151,org_apache_kafka_common_security_authenticator_SaslAuthenticatorTest_createClientConnectionWithoutSaslAuthenticateHeader,151,0,1,3,23,0,7,7,1,127,7
152,org_apache_kafka_common_security_kerberos_BadFormatString_BadFormatString,152,0,1,2,3,0,0,0,0,129,0
153,org_apache_kafka_common_security_oauthbearer_internals_OAuthBearerClientInitialResponse_OAuthBearerClientInitialResponse,153,0,5,1,15,3,2,2,1,130,5
154,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerUnsecuredJws_claims,154,0,1,0,7,0,0,0,0,131,0
155,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerUnsecuredLoginCallbackHandler_optionValue,155,0,1,2,4,2,0,0,0,132,2
156,org_apache_kafka_common_security_oauthbearer_internals_OAuthBearerSaslServer_handleCallbackError,156,0,1,1,5,0,0,0,0,133,0
157,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerUnsecuredJws_lifetimeMs,157,0,1,0,3,0,0,0,0,131,0
158,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerValidationResult_newSuccess,158,0,1,0,7,1,0,0,0,134,1
159,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerValidationResult_newFailure,159,0,1,3,11,2,0,0,0,134,2
160,org_apache_kafka_common_security_scram_internals_ScramExtensions_ScramExtensions,160,0,1,1,3,2,2,2,1,135,4
161,org_apache_kafka_common_security_oauthbearer_OAuthBearerExtensionsValidatorCallback_ignoredExtensions,161,0,1,0,6,0,2,2,1,136,2
162,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerUnsecuredValidatorCallbackHandlerTest_comma,162,0,1,1,3,0,0,0,0,137,0
163,org_apache_kafka_common_security_oauthbearer_OAuthBearerLoginModule_login,163,0,6,0,16,3,0,0,0,138,3
164,org_apache_kafka_common_security_plain_internals_PlainSaslServerProvider_PlainSaslServerProvider,164,0,1,0,4,0,0,0,0,139,0
165,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerUnsecuredJwsTest_appendCommaJsonText,165,0,1,3,3,1,0,0,0,140,1
166,org_apache_kafka_common_utils_ByteUtils_writeVarlong,166,0,2,2,16,0,0,0,0,141,0
167,org_apache_kafka_common_utils_Crc32C_create,167,0,1,0,3,0,0,0,0,142,0
168,org_apache_kafka_common_utils_Checksums_update,168,0,3,4,9,1,0,0,0,143,1
169,org_apache_kafka_common_utils_ByteUtils_readDouble,169,0,1,1,8,0,0,0,0,141,0
170,org_apache_kafka_common_security_token_delegation_DelegationToken_tokenInfo,170,0,1,0,3,0,0,0,0,144,0
171,org_apache_kafka_common_utils_KafkaThread_KafkaThread,171,0,1,3,4,2,0,0,0,145,2
172,org_apache_kafka_common_utils_ImplicitLinkedHashCollection_numSlots,172,0,1,0,3,0,0,0,0,146,0
173,org_apache_kafka_common_utils_Shell_execCommand,173,0,1,2,13,0,0,0,0,147,0
174,org_apache_kafka_common_utils_Utils_atomicMoveWithFallback,174,0,1,2,28,1,0,0,0,148,1
175,org_apache_kafka_common_utils_Utils_propsToStringMap,175,0,2,1,9,0,0,0,0,148,0
176,org_apache_kafka_common_utils_Utils_delete,176,0,8,2,25,0,0,0,0,148,0
177,org_apache_kafka_common_utils_Serializer_deserialize,177,0,1,1,5,2,0,0,0,149,2
178,org_apache_kafka_server_authorizer_AclDeleteResult_AclDeleteResult,178,0,1,1,4,2,0,0,0,150,2
179,org_apache_kafka_common_utils_ChecksumsTest_doTestUpdateByteBufferWithOffsetPosition,179,0,1,3,9,0,3,2,2,151,3
180,org_apache_kafka_common_message_SimpleExampleMessageTest_testRoundTrip,180,0,1,3,13,2,0,0,0,152,2
181,org_apache_kafka_common_utils_ImplicitLinkedHashCollectionTest_expectTraversal,181,0,2,2,11,0,0,0,0,153,0
182,org_apache_kafka_test_MockMapper_selectValueMapper,182,0,1,0,3,0,0,0,0,154,0
183,org_apache_kafka_test_TestSslUtils_createSslConfig,183,0,2,7,6,2,0,0,0,155,2
184,org_apache_kafka_test_TestUtils_waitForCondition,184,0,1,2,8,3,0,0,0,156,3
185,org_apache_kafka_test_InternalMockProcessorContext_InternalMockProcessorContext,185,0,1,1,10,6,36,10,6,157,42
186,org_apache_kafka_connect_data_Field_index,186,0,1,0,7,0,0,0,0,158,0
187,org_apache_kafka_connect_connector_ConnectRecord_newRecord,187,0,1,8,14,0,0,0,0,159,0
188,org_apache_kafka_test_StateStoreProviderStub_addStore,188,0,1,3,3,1,0,0,0,160,1
189,org_apache_kafka_connect_errors_AlreadyExistsException_AlreadyExistsException,189,0,1,2,3,0,3,1,3,161,3
190,org_apache_kafka_connect_data_SchemaBuilder_version,190,0,1,1,11,1,0,0,0,162,1
191,org_apache_kafka_connect_data_Values_convertToDouble,191,0,1,2,11,1,0,0,0,163,1
192,org_apache_kafka_connect_data_Values_convertToDate,192,0,1,2,11,1,0,0,0,163,1
193,org_apache_kafka_connect_data_Struct_getBoolean,193,0,1,1,6,1,0,0,0,164,1
194,org_apache_kafka_connect_data_Values_appendIterable,194,0,3,2,9,1,0,0,0,163,1
195,org_apache_kafka_connect_data_Decimal_fromLogical,195,0,2,2,10,1,0,0,0,165,1
196,org_apache_kafka_connect_storage_StringConverter_configure,196,0,1,2,5,1,5,4,2,166,6
197,org_apache_kafka_connect_source_SourceTask_stop,197,0,1,0,8,0,0,0,0,167,0
198,org_apache_kafka_connect_storage_MemoryConfigBackingStore_setUpdateListener,198,0,1,1,3,0,0,0,0,168,0
199,org_apache_kafka_connect_header_ConnectHeaders_retainLatest,199,0,5,1,15,3,2,1,2,169,5
200,org_apache_kafka_connect_storage_StatusBackingStore_put,200,0,1,1,5,0,0,0,0,170,0
201,org_apache_kafka_connect_transforms_Cast_castToFloat32,201,0,4,1,6,0,1,1,1,171,1
202,org_apache_kafka_connect_storage_MemoryConfigBackingStore_MemoryConfigBackingStore,202,0,1,1,3,0,0,0,0,168,0
203,org_apache_kafka_connect_transforms_SetSchemaMetadata_operatingSchema,203,0,1,1,1,0,0,0,0,172,0
204,org_apache_kafka_connect_transforms_TimestampConverter_operatingValue,204,0,1,1,1,0,0,0,0,173,0
205,org_apache_kafka_connect_transforms_Flatten_operatingSchema,205,0,1,1,1,0,0,0,0,174,0
206,org_apache_kafka_connect_transforms_HoistField_operatingSchema,206,0,1,1,1,0,0,0,0,175,0
207,org_apache_kafka_connect_util_TopicCreation_findFirstGroup,207,0,1,1,8,0,0,0,0,176,0
208,org_apache_kafka_connect_util_ShutdownableThread_ShutdownableThread,208,0,2,2,5,1,0,0,0,177,1
209,org_apache_kafka_connect_file_FileStreamSinkTask_logFilename,209,0,1,0,3,0,0,0,0,178,0
210,org_apache_kafka_connect_file_FileStreamSourceTask_extractLine,210,0,7,0,26,0,0,0,0,179,0
211,org_apache_kafka_connect_json_JsonDeserializer_JsonDeserializer,211,0,1,2,7,1,0,0,0,180,1
212,org_apache_kafka_connect_mirror_MirrorConnectorConfig_MirrorConnectorConfig,212,0,1,2,3,1,1,1,1,181,2
213,org_apache_kafka_connect_mirror_OffsetSyncStore_OffsetSyncStore,213,0,1,2,4,0,4,3,2,182,4
214,org_apache_kafka_connect_mirror_MirrorUtils_newConsumer,214,0,1,1,3,0,1,1,1,183,1
215,org_apache_kafka_connect_json_JsonConverterTest_parse,215,0,1,1,9,0,0,0,0,184,0
216,org_apache_kafka_connect_mirror_MirrorMetrics_replicationLatency,216,0,1,2,3,0,1,1,1,185,1
217,org_apache_kafka_connect_mirror_MirrorConnectorConfig_targetClusterAlias,217,0,1,0,3,0,1,1,1,181,1
218,org_apache_kafka_connect_mirror_MirrorUtils_createSinglePartitionCompactedTopic,218,0,1,3,3,1,0,0,0,183,1
219,org_apache_kafka_connect_runtime_Herder_validateConnectorConfig,219,0,1,3,10,1,0,0,0,186,1
220,org_apache_kafka_connect_mirror_ReplicationPolicy_originalTopic,220,0,2,1,13,2,0,0,0,187,2
221,org_apache_kafka_connect_runtime_ConnectorConfig_ConnectorConfig,221,0,1,2,4,4,1,1,1,188,5
222,org_apache_kafka_connect_mirror_MirrorClient_isHeartbeatTopic,222,0,1,1,3,0,0,0,0,189,0
223,org_apache_kafka_connect_converters_NumberConverterTest_createConverter,223,0,1,0,1,0,0,0,0,190,0
224,org_apache_kafka_connect_runtime_WorkerTask_recordCommitSuccess,224,0,1,1,7,0,0,0,0,191,0
225,org_apache_kafka_connect_runtime_Herder_connectors,225,0,1,0,5,0,0,0,0,186,0
226,org_apache_kafka_connect_runtime_ConnectorStatus_ConnectorStatus,226,0,1,4,3,0,2,1,2,192,2
227,org_apache_kafka_connect_runtime_WorkerSinkTask_WorkerSinkTask,227,0,1,17,27,0,4,3,2,193,4
228,org_apache_kafka_connect_runtime_WorkerConnector_doTransitionTo,228,0,2,2,13,4,3,2,2,194,7
229,org_apache_kafka_connect_runtime_WorkerConfig_logPluginPathConfigProviderWarning,229,0,2,1,7,0,1,1,1,195,1
230,org_apache_kafka_connect_runtime_WorkerConfig_getRebalanceTimeout,230,0,1,0,3,0,0,0,0,195,0
231,org_apache_kafka_connect_runtime_TaskStatus_TaskStatus,231,0,1,4,3,0,2,1,2,196,2
232,org_apache_kafka_connect_runtime_Worker_stopAndAwaitTasks,232,0,1,1,8,3,0,0,0,197,3
233,org_apache_kafka_connect_runtime_WorkerConfig_WorkerConfig,233,0,1,2,5,1,1,1,1,195,2
234,org_apache_kafka_connect_runtime_Worker_isSinkConnector,234,0,2,1,18,0,5,3,2,197,5
235,org_apache_kafka_connect_runtime_InternalSinkRecord_InternalSinkRecord,235,0,1,11,4,0,12,2,8,198,12
236,org_apache_kafka_message_VersionConditional_generateUpperRangeCheck,236,0,4,3,22,0,5,3,3,199,5
237,org_apache_kafka_connect_runtime_rest_resources_ConnectorPluginsResourceTest_newInfo,237,0,1,1,3,0,2,1,2,200,2
238,org_apache_kafka_connect_runtime_MockConnectMetrics_MockConnectMetrics,238,0,1,0,3,1,4,3,2,201,5
239,org_apache_kafka_connect_runtime_rest_entities_ConfigValueInfo_ConfigValueInfo,239,0,1,5,7,0,0,0,0,202,0
240,org_apache_kafka_streams_kstream_internals_CogroupedKStreamImplTest_assertOutputKeyValueTimestamp,240,0,1,4,3,0,4,2,2,203,4
241,org_apache_kafka_streams_state_WindowStore_fetch,241,0,1,3,3,2,4,1,4,204,6
242,org_apache_kafka_message_SchemaGenerator_generateSchemas,242,0,7,3,27,3,17,7,4,205,20
243,org_apache_kafka_streams_kstream_internals_UnlimitedWindow_UnlimitedWindow,243,0,1,1,8,0,1,1,1,206,1
244,org_apache_kafka_streams_state_internals_KeyValueIteratorFacade_KeyValueIteratorFacade,244,0,1,1,3,0,0,0,0,207,0
245,org_apache_kafka_streams_kstream_internals_SessionWindowedKStreamImpl_count,245,0,1,1,7,4,7,5,2,208,11
