method_id,method,source_class_id,source_class,target_class_id,target_class,label
128,io_realm_mongodb_log_obfuscator_HttpLogObfuscator_equals,51,io_realm_mongodb_log_obfuscator_HttpLogObfuscator,51,io_realm_mongodb_log_obfuscator_HttpLogObfuscator,0
129,io_realm_MutableRealmIntegerTests_checkTransactionException,52,io_realm_MutableRealmIntegerTests,52,io_realm_MutableRealmIntegerTests,0
130,io_realm_OrderedRealmCollectionTests_createCollectionWithMultipleCopies,53,io_realm_OrderedRealmCollectionTests,53,io_realm_OrderedRealmCollectionTests,0
131,io_realm_RealmJsonTests_createObjectFromJson_objectIdAsString,54,io_realm_RealmJsonTests_createObjectFromJson,22,io_realm_Realm,1
132,io_realm_RealmJsonTests_createObjectFromJson_emptyChildObjectList,54,io_realm_RealmJsonTests_createObjectFromJson,22,io_realm_Realm,1
133,io_realm_RealmJsonTests_createObjectFromJson_objectWithPrimaryKeySetValueDirectlyFromJsonObject,54,io_realm_RealmJsonTests_createObjectFromJson,22,io_realm_Realm,1
134,io_realm_RealmObjectSchemaTests_renameField_withPrimaryKey,55,io_realm_RealmObjectSchemaTests_renameField,61,io_realm_RealmObjectSchema,1
135,io_realm_RealmQueryTests_populateTestRealm,56,io_realm_RealmQueryTests,56,io_realm_RealmQueryTests,0
136,io_realm_RealmTests_populateTestRealm,57,io_realm_RealmTests,57,io_realm_RealmTests,0
137,io_realm_RealmSchemaTests_remove_shouldRemoveInfoFromPKTable,58,io_realm_RealmSchemaTests_remove,120,io_realm_RealmSchema,1
138,io_realm_SortTest_checkSortTwoFieldsStringAscendingIntAscending,59,io_realm_SortTest,59,io_realm_SortTest,0
139,io_realm_ProxyState_load,60,io_realm_ProxyState,60,io_realm_ProxyState,0
140,io_realm_RealmList_deleteAllFromRealm,19,io_realm_RealmList,19,io_realm_RealmList,0
141,io_realm_RealmList_first,19,io_realm_RealmList,19,io_realm_RealmList,0
142,io_realm_RealmObjectSchema_isRequired,61,io_realm_RealmObjectSchema,61,io_realm_RealmObjectSchema,0
143,io_realm_RealmObjectSchema_addRealmListField,61,io_realm_RealmObjectSchema,61,io_realm_RealmObjectSchema,0
144,io_realm_RealmObjectSchema_getFieldColumnKey,61,io_realm_RealmObjectSchema,61,io_realm_RealmObjectSchema,0
145,io_realm_RealmQuery_greaterThanOrEqualTo,62,io_realm_RealmQuery,62,io_realm_RealmQuery,0
146,io_realm_RealmQuery_greaterThan,62,io_realm_RealmQuery,62,io_realm_RealmQuery,0
147,io_realm_RealmResults_removeAllChangeListeners,25,io_realm_RealmResults,25,io_realm_RealmResults,0
148,io_realm_entities_DefaultValueFromOtherConstructor_DefaultValueFromOtherConstructor,63,io_realm_entities_DefaultValueFromOtherConstructor,63,io_realm_entities_DefaultValueFromOtherConstructor,0
149,io_realm_entities_NoPrimaryKeyNullTypes_setFieldBooleanNull,40,io_realm_entities_NoPrimaryKeyNullTypes,40,io_realm_entities_NoPrimaryKeyNullTypes,0
150,io_realm_entities_NoPrimaryKeyNullTypes_setFieldDoubleNotNull,40,io_realm_entities_NoPrimaryKeyNullTypes,40,io_realm_entities_NoPrimaryKeyNullTypes,0
151,io_realm_entities_AllTypes_setColumnMutableRealmInteger,64,io_realm_entities_AllTypes,64,io_realm_entities_AllTypes,0
152,io_realm_entities_Owner_getDogs,65,io_realm_entities_Owner,65,io_realm_entities_Owner,0
153,io_realm_entities_PrimaryKeyAsBoxedByte_PrimaryKeyAsBoxedByte,66,io_realm_entities_PrimaryKeyAsBoxedByte,66,io_realm_entities_PrimaryKeyAsBoxedByte,0
154,io_realm_entities_NullTypes_getFieldDoubleListNotNull,67,io_realm_entities_NullTypes,67,io_realm_entities_NullTypes,0
155,io_realm_entities_NullTypes_setFieldDecimal128Null,67,io_realm_entities_NullTypes,67,io_realm_entities_NullTypes,0
156,io_realm_internal_android_AndroidRealmNotifier_AndroidRealmNotifier,68,io_realm_internal_android_AndroidRealmNotifier,68,io_realm_internal_android_AndroidRealmNotifier,0
157,io_realm_internal_JNITableInsertTest_tearDown,69,io_realm_internal_JNITableInsertTest,16,io_realm_internal_OsSharedRealm,1
158,io_realm_internal_PrimaryKeyTests_getTableWithPrimaryKey,70,io_realm_internal_PrimaryKeyTests,70,io_realm_internal_PrimaryKeyTests,0
159,io_realm_internal_ColumnInfo_ColumnInfo,71,io_realm_internal_ColumnInfo,71,io_realm_internal_ColumnInfo,0
160,io_realm_internal_IOException_IOException,72,io_realm_internal_IOException,72,io_realm_internal_IOException,0
161,io_realm_internal_OsCollectionChangeSet_longArrayToRangeArray,10,io_realm_internal_OsCollectionChangeSet,10,io_realm_internal_OsCollectionChangeSet,0
162,io_realm_internal_OsCollectionChangeSet_isFirstAsyncCallback,10,io_realm_internal_OsCollectionChangeSet,10,io_realm_internal_OsCollectionChangeSet,0
163,io_realm_internal_OsList_move,0,io_realm_internal_OsList,0,io_realm_internal_OsList,0
164,io_realm_internal_OsList_removeListener,0,io_realm_internal_OsList,0,io_realm_internal_OsList,0
165,io_realm_internal_OsList_nativeAddString,0,io_realm_internal_OsList,0,io_realm_internal_OsList,0
166,io_realm_internal_OsObjectSchemaInfo_nativeCreateRealmObjectSchema,73,io_realm_internal_OsObjectSchemaInfo,73,io_realm_internal_OsObjectSchemaInfo,0
167,io_realm_internal_OsResults_nativeEvaluateQueryIfNeeded,37,io_realm_internal_OsResults,37,io_realm_internal_OsResults,0
168,io_realm_internal_OsResults_removeListener,37,io_realm_internal_OsResults,37,io_realm_internal_OsResults,0
169,io_realm_internal_OsResults_nativeIndexOf,37,io_realm_internal_OsResults,37,io_realm_internal_OsResults,0
170,io_realm_internal_OsSharedRealm_nativeCreateTable,16,io_realm_internal_OsSharedRealm,16,io_realm_internal_OsSharedRealm,0
171,io_realm_internal_Table_nativeSetEmbedded,45,io_realm_internal_Table,45,io_realm_internal_Table,0
172,io_realm_internal_OsSharedRealm_nativeGetSchemaInfo,16,io_realm_internal_OsSharedRealm,16,io_realm_internal_OsSharedRealm,0
173,io_realm_internal_RealmProxyMediator_getModelClasses,9,io_realm_internal_RealmProxyMediator,9,io_realm_internal_RealmProxyMediator,0
174,io_realm_internal_Table_count,45,io_realm_internal_Table,45,io_realm_internal_Table,0
175,io_realm_internal_Table_getColumnType,45,io_realm_internal_Table,45,io_realm_internal_Table,0
176,io_realm_internal_Table_nativeFindFirstTimestamp,45,io_realm_internal_Table,45,io_realm_internal_Table,0
177,io_realm_internal_Table_nativeFindFirstDecimal128,45,io_realm_internal_Table,45,io_realm_internal_Table,0
178,io_realm_internal_TableQuery_nativeAverageFloat,12,io_realm_internal_TableQuery,12,io_realm_internal_TableQuery,0
179,io_realm_internal_TableQuery_minimumDecimal128,12,io_realm_internal_TableQuery,12,io_realm_internal_TableQuery,0
180,io_realm_internal_Util_getStackTrace,74,io_realm_internal_Util,74,io_realm_internal_Util,0
181,io_realm_internal_UncheckedRow_nativeGetLink,23,io_realm_internal_UncheckedRow,23,io_realm_internal_UncheckedRow,0
182,io_realm_internal_test_ExtraTests_assertArrayEquals,75,io_realm_internal_test_ExtraTests,75,io_realm_internal_test_ExtraTests,0
183,io_realm_exceptions_RealmFileException_RealmFileException,76,io_realm_exceptions_RealmFileException,76,io_realm_exceptions_RealmFileException,0
184,io_realm_internal_objectstore_OsApp_nativeGetAllUsers,77,io_realm_internal_objectstore_OsApp,77,io_realm_internal_objectstore_OsApp,0
185,io_realm_rx_RxObservableFactory_from,4,io_realm_rx_RxObservableFactory,4,io_realm_rx_RxObservableFactory,0
186,io_realm_internal_objectstore_OsMongoDatabase_getCollection,78,io_realm_internal_objectstore_OsMongoDatabase,78,io_realm_internal_objectstore_OsMongoDatabase,0
187,io_realm_internal_objectstore_OsSyncUser_nativeGetMaxAge,79,io_realm_internal_objectstore_OsSyncUser,79,io_realm_internal_objectstore_OsSyncUser,0
188,io_realm_internal_objectstore_OsWatchStream_nativeGetFinalizerMethodPtr,80,io_realm_internal_objectstore_OsWatchStream,80,io_realm_internal_objectstore_OsWatchStream,0
189,io_realm_internal_objectserver_Token_Token,81,io_realm_internal_objectserver_Token,81,io_realm_internal_objectserver_Token,0
190,io_realm_internal_log_obfuscator_EmailPasswordObfuscator_EmailPasswordObfuscator,82,io_realm_internal_log_obfuscator_EmailPasswordObfuscator,82,io_realm_internal_log_obfuscator_EmailPasswordObfuscator,0
191,io_realm_mongodb_UserProfile_getEmail,27,io_realm_mongodb_UserProfile,27,io_realm_mongodb_UserProfile,0
192,io_realm_RealmCache_getCache,83,io_realm_RealmCache,83,io_realm_RealmCache,0
193,io_realm_internal_OsRealmConfig_nativeSetSchemaConfig,84,io_realm_internal_OsRealmConfig,84,io_realm_internal_OsRealmConfig,0
194,io_realm_internal_OsRealmConfig_getRealmConfiguration,84,io_realm_internal_OsRealmConfig,84,io_realm_internal_OsRealmConfig,0
195,io_realm_internal_OsRealmConfig_getContext,84,io_realm_internal_OsRealmConfig,84,io_realm_internal_OsRealmConfig,0
196,io_realm_DoubleListOperator_DoubleListOperator,85,io_realm_DoubleListOperator,85,io_realm_DoubleListOperator,0
197,io_realm_BooleanListOperator_BooleanListOperator,86,io_realm_BooleanListOperator,86,io_realm_BooleanListOperator,0
198,io_realm_RealmCache_createRealmOrGetFromCache,83,io_realm_RealmCache,83,io_realm_RealmCache,0
199,io_realm_RealmCache_createRealmOrGetFromCacheAsync,83,io_realm_RealmCache,83,io_realm_RealmCache,0
200,io_realm_internal_OsRealmConfig_nativeSetSyncConfigProxySettings,84,io_realm_internal_OsRealmConfig,84,io_realm_internal_OsRealmConfig,0
201,io_realm_internal_OsRealmConfig_nativeCreateAndSetSyncConfig,84,io_realm_internal_OsRealmConfig,84,io_realm_internal_OsRealmConfig,0
202,io_realm_mongodb_User_getCustomData,46,io_realm_mongodb_User,46,io_realm_mongodb_User,0
203,io_realm_RealmQuery_equalTo,62,io_realm_RealmQuery,62,io_realm_RealmQuery,0
204,io_realm_OrderedRealmCollectionImpl_sort,30,io_realm_OrderedRealmCollectionImpl,30,io_realm_OrderedRealmCollectionImpl,0
205,io_realm_RealmList_addChangeListener,19,io_realm_RealmList,19,io_realm_RealmList,0
206,some_test_AllTypes_realmGet$columnFloat,87,some_test_AllTypes,87,some_test_AllTypes,0
207,io_realm_examples_unittesting_ExampleActivity_cleanUp,88,io_realm_examples_unittesting_ExampleActivity,88,io_realm_examples_unittesting_ExampleActivity,0
208,io_realm_RealmJsonTests_createOrUpdateObjectFromJson_jsonObjectNullClass,89,io_realm_RealmJsonTests_createOrUpdateObjectFromJson,22,io_realm_Realm,1
209,io_realm_mongodb_sync_SyncSession_addProgressListener,48,io_realm_mongodb_sync_SyncSession,48,io_realm_mongodb_sync_SyncSession,0
210,io_realm_RealmList_last,19,io_realm_RealmList,19,io_realm_RealmList,0
211,io_realm_internal_OsSharedRealm_getTable,16,io_realm_internal_OsSharedRealm,16,io_realm_internal_OsSharedRealm,0
212,some_test_NullTypes_realmGet$fieldDateNull,90,some_test_NullTypes,90,some_test_NullTypes,0
213,io_realm_internal_Row_getTable,14,io_realm_internal_Row,14,io_realm_internal_Row,0
214,io_realm_internal_Table_findFirstBoolean,45,io_realm_internal_Table,45,io_realm_internal_Table,0
215,io_realm_RealmConfiguration_shouldDeleteRealmIfMigrationNeeded,32,io_realm_RealmConfiguration,32,io_realm_RealmConfiguration,0
216,io_realm_RealmCache_doCreateRealmOrGetFromCache,83,io_realm_RealmCache,83,io_realm_RealmCache,0
217,io_realm_OrderedRealmCollection_deleteLastFromRealm,91,io_realm_OrderedRealmCollection,91,io_realm_OrderedRealmCollection,0
218,io_realm_entities_NonLatinFieldNames_getChildren,92,io_realm_entities_NonLatinFieldNames,92,io_realm_entities_NonLatinFieldNames,0
219,io_realm_internal_OsList_addNull,0,io_realm_internal_OsList,0,io_realm_internal_OsList,0
220,io_realm_TestHelper_awaitOrFail,39,io_realm_TestHelper,39,io_realm_TestHelper,0
221,io_realm_RealmObject_getRealm,31,io_realm_RealmObject,31,io_realm_RealmObject,0
222,io_realm_internal_TableQuery_contains,12,io_realm_internal_TableQuery,12,io_realm_internal_TableQuery,0
223,io_realm_internal_TableQuery_endsWith,12,io_realm_internal_TableQuery,12,io_realm_internal_TableQuery,0
224,some_test_Transient_realmSet$age,93,some_test_Transient,93,some_test_Transient,0
225,io_realm_RealmQuery_min,62,io_realm_RealmQuery,62,io_realm_RealmQuery,0
